Accession Number,Date Recorded,Subject,Title
SPW 1528,,"Side 1: feminist sex wars, who is signing the letter, do they have to be out as lesbian and pro-sex, articles, New York Native porn issue, anti-porn, S&M, dream, fascism accusation, book agent, McCarthyism, Nice Jewish Girls: A Lesbian Anthology, shame, off our backs, being exiled from mainstream movement, Lesbian Sex Mafia, LHA, Women Against Pornography (WAP), Women Against Violence in Pornography and Media (WAVPM), Samois, Woman's Building, A Woman's Place bookstore, in-fighting in S&M community, risks to each woman's career from this conference, not liking feminist movement, Ms. magazine, women's studies, crushes, Sapphistry book, lesbian history slide show, National Gay Taskforce, idea to start an alternative press or journal, lawsuit Side 2: signing address list, Women's International Resource Exchange (WIRE), reputations, sex deviants label, general ignorance about McCarthyism affect on gay people, Joan's butch/femme slide show, consciousness raising, Christopher Street magazine, Kinsey Institute, forming alternate version of Kinsey Institute (issues of fudning), Planned Parenthood","Planning Meeting to draft letter of protest in response to the attack on the Barnard College Scholar and the Feminist Conference IX, ""Towards a Politics of Sexuality"": Tape 3 of 3"
SPW 1529,1983-01-01T00:00:00Z,"Side 1: feminist sex wars, anti-porn, Women Against Pornography (WAP) picketing, S&M, sex deviants, ad hoc protest committee, hit list, Barnard phone calls, McCarthyism and similarity to WAP tactics, WAP leaflet, No More Nice Girls abortion rights group, HUAC, communism, WAP slide shows, politically incorrect sexuality panel, issue of whether all POVs were represented at the conference, butch/femme (not seeing them as roles but relationship), pre-1970s lesbians, power struggle, WAP upset at women dressing 'pornographically', Gay Community News, ""The Femme Question"" article, refusing to define femme or her work in one sentence, Heresies sex issue, ""Butch/Femme Relationships"" article, Common Lives/Lesbian Lives journal, ""Esther's Story: 1960"", censorship from printers, Big Apple Dyke News, lack of appreciation for butch/femme or seen as only historical, feels interviewer doesn't understand her, butch/femme 1950s slide show, wants to found a league for freedom of sexual expression to counteract WAP, worried about safety of LHA Side 2: circle of Lesbian Indexers, lack of articles on butch/femme, Club 82, sexual courage, curiosity about sex, LHA collecting WAP materials without judgment, anti-censorship, American Writers Conference leaflet against Amber Hollibaugh, subpoena and blacklisting during 1950s, guilt by association, freedom of speech, fighting through labeling others anti-feminist, radical feminists as reactionary, Moody Garden bar, requesting to hear the article before it's printed","Joan Nestle's half of a phone interview for off our backs, about the Barnard College Scholar and the Feminist IX Conference"
SPW 1530,1982-04-24T00:00:00Z,"Side 1: sexuality, politics of sex, sex as historically constructed, feminist sex wars, feminist theory, sexology, anti-porn, also anti-alternate sexualities like transgender, S&M, cross-generational, prostitution, casual sex, promiscuity, and some gay men and lesbian sex practices, Womanbooks reading list ""Feminist Perspective on Porn"", scapegoating, sex industry, sexism, sex crimes, feminist idea that sex without intimacy is bad, similar to views of Catholic pope on lust, 19th century anti-masturbation and anti-prostitution campaigns, anti-vice, social purity, Scarlet Woman magazine, World League for Sexual Reform, Heresies sex issue, The History of Sexuality book, Sex Politics and Society book, Rubin's bibliography on sex research and history, politics of sexuality needing to be separate from feminism, difference beteween sex and gender, political theories of gay sexuality, anti-femme, idea that all lesbians are feminist, idea that lesbian oppression is all rooted in women's oppression, idea that gay sex has to be feminist, sexual variance as good, anti-feminist sex liberation is bad, Christopher Street article, Marxism, need to revive tradition of sex radicalism, sex research, sexuality as natural or constructed, critique of Foucault, sex-negative attitude of guilty until proven innocent, Samois, What Color is Your Handkerchief: A Lesbian S/M Sexuality Reader, review in The Body Politic, capitalism, Coming Out: Homosexual Politics in Britainfrom the Nineetenth Century to the Present book, looking for famous closeted gay people, how gay identity has changed/formed, creation of erotic minorities from sodomites, societal definition of inappropriate behavior, kinship system, incest taboo, sodomy laws, obscenity laws, gay migration, I Am a Woman book, Sex in America: An Outlaw's Guide book, incest laws, consenting adult statutes, sex solicitation statutes Side 2: anti-masturbation cliterodectomies, age of consent laws, statutory rape, custody law taking children away from lesbian mothers and swingers, Briggs Initiative, sex offenders, Comstock law, Prohibition, gay assimilation but no legal same-sex marriage yet, STDs, sexual minorities being exploited as workforce for bars, moral panics, McCarthyism, consent, sodomy laws mean gay people can't give consent legally","""Concepts for a Radical Politics of Sex"" lecture at Barnard College Scholar and the Feminist Conference IX, Gayle Rubin"
SPW 1535,Side 1: Feb. 14,Side 1) Action at Bryant Park to install Alice B. Toklas statue made by the Avengers next to Gertrude Stein Bust in the park,Lesbian Avengers' Alice B. Toklas Statue Valentine's Day Action (Side 1) ; Hotline Greetings (Side 2)
,1993-01-01T00:00:00Z,First part is converstion between various participants (Marlene Colburn's voice predominates),
,,2) my introduction to the event (coversation remains in the background),
,,"3) a lot of the rest is Marlene making incidental conversation including discussing the March on Washington in April, giving out flyers to non-Avengrs, also selling t-shirts",
,,"""Happy Valentine's Day""",
,,statue installation,
,,then waltz music. Side 2): Lesbian Avenger message on Hotline tape but can hardly hear it,
,,then Marlene doing message for tape re MOW and T-Shirts,
,,then different introductions re different actions coming up,
SPW 1536,1995/1996,Side 1: messages on hotline including LGBT National Pride organization trying to connect us with someone who wants to make tatoos to sell to raise $ forus,Lesbian Avengers --Hotline Greetings and some calls
,,2) call from Australia re sending info re starting groups,
,,3) owner of the Pyramid wanting to know about wheatpasting of her windows when she let us do an event thre,
,,4)Marlene's intros,
,,5)a woman from SF wanting to know about upcomin actions when she visits,
,,6)then more messages including from Vanessa Ferro from NYPD re: representatives meeting with Dyke March people--describes Captain Hale as a tall ugly cop who is bald and then say to not tell him bout that,
,,"7) guy from Providence saying that Avengers film is great and he is a feminist who works at a shelter, etc. Side 2: just a few seconds...message re some lesbians being raped and wanting to do an action",
,,then music.,
SPW 1531,1975-04-16T00:00:00Z,"fortune telling arrest, appeal to Supreme Court, goddess worship, religion, witchcraft, Dianic Wicca, Paganism, connection between Wicca and women's movement, anti-witch laws, ACLU, what it means to be politicized, police harassment, Inquisition, witch hunts, Susan B. Anthony coven, comparison between her and suffragists discrediting the Bible, similarity between witches and lesbians, patriarchy, oppression of women, Isis temples in Hungary, repeal of sodomy laws in California, high priestesses, goddess Diana as a lesbian, candle and bookstore, similarity to old witch trials, police selective photographs, yoga trial, abortions, L.A. Times article ""Jury Remaind Unbewitched"", Free Press, traveling to New York City, Year of the Woman",Z. Budapest Interview about Fortune Telling Arrest
SPW 1532,1982-04-25T00:00:00Z,"Side 1: Committee for Abortion Rights and Against Sterilization Abuse (CARASA), Dykes Against Racism Everywhere (DARE), Kitchen Table Press, LHA newsletter and sexuality bibliography, Barnard College Scholar and the Feminist IX Conference, Women Against Pornography (WAP) picketing and flyers, S/M as politically incorrect sex, off our backs. Womannews, topics labeled as politically incorrect: vaginal penetration, butch/femme roles, anal sex, fetishism, bisexuality, fag hags, feminist and gay press coverage, permissions for taping and photographing, Freedom Rides, hit list, butch/femme, ""My Mother Liked to Fuck"" article, shouldn't judge women's sexuality, pre-1970s lesbians, mental health explanations for homosexuality, violence against women, ""Stone Butch, Drag Butch, Baby Butch"" poem, Old Firehouse, Lesbian Liberation Committee, sex, musician, ""Stonewall Nation"" song, ""Angry Atthis"" song, Buffalo Lesbian Oral History project, librarians, gay bars, leather, tattoos, black lesbians and difficulty with being open about sex, fascism, fear of being out and lack of support for black lesbians, the South, growing up, poverty, Florida, women's center, dressed by a committee for publicity, lesbian-feminist collective, nonmonogamous, clothing fetishes, guilt, S/M closet, BAI tapes, dildos, Jewish, public exposure, effeminate, abuse Side 2: WAP slide show, guilt over being turned on by violence in porn, therapy, transgender, power, sex deviants, McCarthyism, No More Nice Girls, child abuse, rape, sex laws, dominance and submission, WAP leaflet lies, movement needs diversity, masturbation, fantasies, sexual outlaw, birth control, sex dungeon, feminism doesn't cure sexuality, consciousness raising group, prostitutes, dominatrixes, civil rights movement, vibrators, masturbation workshops, orgasm",Lesbian Sex Mafia Politically Incorrect Speakout: Tape 1 of 2
